timestamp,ap_id,band,channel,channel_width_mhz,tx_power_dbm,noise_floor_dbm,avg_client_snr_db,throughput_avg_mbps,p95_retry_pct,mean_qoe,busy_time,total_time,airtime_utilization_pct,nwifi_detected,nwifi_type
2025-11-02T00:00:00,AP_5_157,5,157,20,15.0,-96.05379466119625,28.702155032899906,274.52311394712143,58.894140926070975,3.6743563471527034,2.0762305684401867,10,20.762305684401866,False,wifi
2025-11-02T00:00:10,AP_5_157,5,157,20,15.0,-92.89072539850515,26.09354987743216,228.45553386019577,84.88219213848764,3.219031228252382,2.2441633074100293,10,22.44163307410029,False,wifi
2025-11-02T00:00:20,AP_5_157,5,157,20,15.0,-97.20465162255299,29.700449105249653,310.8865533127244,40.722070207029205,3.9846780858693287,2.1155778668698613,10,21.155778668698613,False,wifi
2025-11-02T00:00:30,AP_5_157,5,157,20,15.0,-94.65458368352171,26.805935186307146,174.60012637449125,100.0,2.733933879722282,2.2017892970238613,10,22.017892970238613,False,wifi
2025-11-02T00:00:40,AP_5_157,5,157,20,15.0,-95.26671567388475,28.66365593001617,262.9810137567705,49.07067954193131,3.4927880523129105,2.1295077213906026,10,21.295077213906026,False,wifi
2025-11-02T00:00:50,AP_5_157,5,157,20,15.0,-95.68251554619559,28.586343137606498,251.28750098849454,58.13916228779152,3.3753942081334642,2.6139859697625982,10,26.139859697625983,False,wifi
2025-11-02T00:01:00,AP_5_157,5,157,20,15.0,-95.39755988556935,27.46508617886395,241.15698102990086,70.87374089715634,3.2920116829869435,2.5794091765978453,10,25.794091765978454,False,wifi
2025-11-02T00:01:10,AP_5_157,5,157,20,15.0,-96.66834342111547,29.233032330580205,259.7385816489764,48.13297425303343,3.4522101778102248,2.5272679698253353,10,25.272679698253352,False,wifi
2025-11-02T00:01:20,AP_5_157,5,157,20,15.0,-98.00671846489027,30.461640192545907,267.9741746172249,68.45784064016266,3.5670594677610716,2.2681426115006675,10,22.681426115006676,False,wifi
2025-11-02T00:01:30,AP_5_157,5,157,20,15.0,-95.02983175977631,27.745338929107334,256.6740584984349,71.5171212106127,3.4414367584212835,2.195456277180638,10,21.95456277180638,False,wifi
2025-11-02T00:01:40,AP_5_157,5,157,20,15.0,-96.46306717982436,27.79549282234845,235.60368586316108,84.0923877263943,3.267455099028588,1.885437297300105,10,18.85437297300105,False,wifi
2025-11-02T00:01:50,AP_5_157,5,157,20,15.0,-98.25606397132643,30.78653799234055,264.9377175831356,47.427630660557114,3.526004201659435,2.3681050411877886,10,23.681050411877884,False,wifi
2025-11-02T00:02:00,AP_5_157,5,157,20,15.0,-94.52823745998995,27.044962300230992,261.568152356279,75.48301267747938,3.4646196094771633,2.093876995468915,10,20.93876995468915,False,wifi
2025-11-02T00:02:10,AP_5_157,5,157,20,15.0,-97.04828623481475,28.82813849169882,289.64203871038654,43.68296944648453,3.7605618736100075,2.0171844762270292,10,20.17184476227029,False,wifi
