TIMESTAMP,AP_ID,BAND,CHANNEL,CHANNEL_WIDTH,TX_POWER_DBM,NOISE_FLOOR_DBM,AVG_CLIENT_SNR_DB,THROUGHPUT_AVG_Mbps,P95_RETRY_PCT,MEAN_QOE,BUSY_TIME,TOTAL_TIME,AIRTIME_UTILIZATION,NWIFI_DETECTED,NWIFI_TYPE,CLIENTS,MEAN_RSSI_DBM,CENTER_MHZ
2025-11-02T00:00:00,AP_24_1,2.4,1,20,14.0,-95.58039654987866,60.0,64.74345412443947,11.461729448213303,4.797649440430555,2.3179511529489485,10,23.179511529489485,False,wifi,20,-30.0,2412.0
2025-11-02T00:00:00,AP_24_2,2.4,2,20,19.0,-96.69616216272834,60.0,64.06804203951222,10.519037890264268,4.743083872126782,2.2387379731320287,10,22.387379731320287,False,wifi,20,-30.0,2417.0
2025-11-02T00:00:00,AP_24_3,2.4,3,20,18.0,-94.40411039839468,60.0,55.58065279916421,28.622382839119926,4.250322503320236,2.280653885928355,10,22.806538859283553,False,wifi,20,-30.0,2422.0
2025-11-02T00:00:00,AP_24_4,2.4,4,20,17.0,-93.81999786525628,60.0,55.793959629268976,25.803159071578303,4.361368480596789,2.8422004541919548,10,28.42200454191955,False,wifi,20,-30.0,2427.0
2025-11-02T00:00:00,AP_24_5,2.4,5,20,17.0,-94.23273984638496,60.0,50.83665944848862,33.92546860046265,4.039908050594194,2.832144158522903,10,28.321441585229028,False,wifi,20,-30.0,2432.0
2025-11-02T00:00:00,AP_24_6,2.4,6,20,20.0,-96.07741731449278,60.0,67.97301306906394,4.937541150703558,4.953653936772502,2.6017641092811603,10,26.017641092811605,False,wifi,20,-30.0,2437.0
2025-11-02T00:00:00,AP_24_7,2.4,7,20,14.0,-96.3116462388493,60.0,54.82649697147748,27.464017079648308,4.244898588956525,2.586719398894602,10,25.86719398894602,False,wifi,20,-30.0,2442.0
2025-11-02T00:00:00,AP_24_8,2.4,8,20,18.0,-97.64803618208435,60.0,69.44470533940444,3.8345392286895397,4.965450418652315,2.0747851536782096,10,20.747851536782097,False,wifi,20,-30.0,2447.0
2025-11-02T00:00:00,AP_24_9,2.4,9,20,15.0,-95.1493917737737,60.0,61.57456564328523,15.48022793392367,4.643311698959317,2.8495069069933248,10,28.495069069933248,False,wifi,20,-30.0,2452.0
2025-11-02T00:00:00,AP_24_10,2.4,10,20,14.0,-92.6440690248667,60.0,58.51024153996525,22.1158302568293,4.42194649737315,2.2253196102820567,10,22.253196102820567,False,wifi,20,-30.0,2457.0
2025-11-02T00:00:00,AP_24_11,2.4,11,20,17.0,-94.09023939664881,60.0,48.00682909124422,38.6600242504111,3.9226152590784684,2.7095652534568564,10,27.095652534568565,False,wifi,20,-30.0,2462.0
2025-11-02T00:00:00,AP_24_12,2.4,12,20,20.0,-95.27319960250861,60.0,54.381944731267616,27.775467857821535,4.244580066789653,2.60741644806841,10,26.074164480684104,False,wifi,20,-30.0,2467.0
2025-11-02T00:00:00,AP_24_13,2.4,13,20,19.0,-94.56944504592995,60.0,62.75613779948291,13.392327368325647,4.6656398235271945,2.780864536453358,10,27.80864536453358,False,wifi,20,-30.0,2472.0
2025-11-02T00:00:00,AP_24_14,2.4,14,20,19.0,-95.30700249862983,60.0,49.11078175827765,36.428547289831016,3.9627817136738357,2.9484198385095137,10,29.48419838509514,False,wifi,20,-30.0,2477.0
2025-11-02T00:00:00,AP_5_36,5,36,40,18.0,-89.04295249780945,59.04295249780945,668.5939349812802,7.852133050861445,4.820277680833994,2.6816675387580684,10,26.816675387580684,False,wifi,20,-30.0,5180.0
2025-11-02T00:00:00,AP_5_40,5,40,20,15.0,-95.54879716338029,60.0,300.5033976257488,35.51020750299451,4.018785685081994,2.005123691453224,10,20.051236914532243,False,wifi,20,-30.0,5200.0
2025-11-02T00:00:00,AP_5_44,5,44,20,15.0,-95.29200547229718,60.0,329.0419308965389,27.32156472825044,4.270442310413626,2.291915135680923,10,22.919151356809227,False,wifi,20,-30.0,5220.0
2025-11-02T00:00:00,AP_5_48,5,48,20,22.0,-94.53464374534015,60.0,386.6171130829657,11.594071351346177,4.73775958328485,2.064742195522364,10,20.64742195522364,False,wifi,20,-30.0,5240.0
2025-11-02T00:00:00,AP_5_52,5,52,20,18.0,-96.46466144986701,60.0,376.04007976770015,15.463723043230788,4.648560194255929,2.3407919091993223,10,23.40791909199322,False,wifi,20,-30.0,5260.0
2025-11-02T00:00:00,AP_5_56,5,56,20,17.0,-96.7581467406107,60.0,361.4410865331563,18.337037935571207,4.528888015344133,2.153153459946461,10,21.53153459946461,False,wifi,20,-30.0,5280.0
2025-11-02T00:00:00,AP_5_60,5,60,20,21.0,-94.72955554787816,60.0,309.5519602515011,33.04099062665877,4.112859376629442,2.064929485409102,10,20.64929485409102,True,Radar,20,-30.0,5300.0
2025-11-02T00:00:00,AP_5_64,5,64,20,14.0,-96.23174653987867,60.0,329.0009297556079,27.72751458605794,4.24630453000651,2.0649453429932345,10,20.649453429932347,False,wifi,20,-30.0,5320.0
2025-11-02T00:00:00,AP_5_68,5,68,20,15.0,-96.92386334595804,60.0,341.03766246805,24.415310260016835,4.3824934344037345,2.6866607649722467,10,26.866607649722468,False,wifi,20,-30.0,5340.0
2025-11-02T00:00:00,AP_5_100,5,100,20,20.0,-94.60411744955546,60.0,356.31908734695537,20.76645690197243,4.4446688789642534,1.8830755833762258,10,18.830755833762257,False,wifi,20,-30.0,5500.0
2025-11-02T00:00:00,AP_5_104,5,104,40,18.0,-92.69260463917827,60.0,625.9469011364207,16.94160429528934,4.605912649247196,1.8929777532731693,10,18.92977753273169,False,wifi,20,-30.0,5520.0
2025-11-02T00:00:00,AP_5_108,5,108,20,22.0,-95.67956041844982,60.0,344.8107809217427,23.135607423528867,4.4112703790301735,3.295754688012587,10,32.95754688012587,True,Radar,20,-30.0,5540.0
2025-11-02T00:00:00,AP_5_112,5,112,20,17.0,-93.91229113695074,60.0,397.97031477924315,8.62614218248904,4.833893324518626,2.053708841357582,10,20.537088413575823,False,wifi,20,-30.0,5560.0
2025-11-02T00:00:00,AP_5_116,5,116,20,18.0,-94.96165757978676,60.0,327.4009367012419,27.251601247846022,4.24754059186323,2.1183595432199125,10,21.183595432199127,False,wifi,20,-30.0,5580.0
