TIMESTAMP,AP_ID,BAND,CHANNEL,CHANNEL_WIDTH,TX_POWER_DBM,NOISE_FLOOR_DBM,AVG_CLIENT_SNR_DB,THROUGHPUT_AVG_Mbps,P95_RETRY_PCT,MEAN_QOE,BUSY_TIME,TOTAL_TIME,AIRTIME_UTILIZATION,NWIFI_DETECTED,NWIFI_TYPE,CLIENTS,MEAN_RSSI_DBM,CENTER_MHZ
2025-11-02T00:00:00,AP_5_136,5,136,20,21.0,-95.89329731867241,60.0,300.74475554757987,36.38028758499213,3.9843582875304024,2.0275682687331225,10,20.275682687331226,False,wifi,20,-30.0,5680.0
2025-11-02T00:00:10,AP_5_136,5,136,20,21.0,-94.50720793587392,60.0,369.7131254086204,17.30528766670399,4.569507479330122,2.0422199159361547,10,20.422199159361547,False,wifi,20,-30.0,5680.0
2025-11-02T00:00:20,AP_5_136,5,136,20,21.0,-95.38587010896599,60.0,370.7206900410413,14.682366939826068,4.620867220071109,2.5758545337928416,10,25.758545337928417,True,Radar,20,-30.0,5680.0
2025-11-02T00:00:30,AP_5_136,5,136,20,21.0,-93.21927843162372,60.0,321.4969892356915,31.057178593280494,4.157091553800533,2.105671773636655,10,21.056717736366547,False,wifi,20,-30.0,5680.0
2025-11-02T00:00:40,AP_5_136,5,136,20,21.0,-93.79150404796765,60.0,359.81491661009056,17.584641203054485,4.530445681574291,2.8249752280308504,10,28.249752280308506,True,Radar,20,-30.0,5680.0
2025-11-02T00:00:50,AP_5_136,5,136,20,21.0,-93.7094629955386,60.0,404.3042307566798,5.046584147332364,4.931102290754243,2.495440319083232,10,24.954403190832323,True,Radar,20,-30.0,5680.0
2025-11-02T00:01:00,AP_5_136,5,136,20,21.0,-92.98376382032174,60.0,347.32449367326586,22.786894613791173,4.3956345237349215,2.4682527526703075,10,24.682527526703073,False,wifi,20,-30.0,5680.0
2025-11-02T00:01:10,AP_5_136,5,136,20,21.0,-92.42953473837258,60.0,310.28388550279124,33.44003194116903,4.109891353596177,2.56500871397303,10,25.650087139730303,False,wifi,20,-30.0,5680.0
2025-11-02T00:01:20,AP_5_136,5,136,20,21.0,-94.66132176346633,60.0,311.43626311494035,34.239834114891586,4.068909489963473,2.3592845884669282,10,23.592845884669284,False,wifi,20,-30.0,5680.0
2025-11-02T00:01:30,AP_5_136,5,136,20,21.0,-94.12218983358865,60.0,382.87665736022984,12.934558612456994,4.718627677366607,2.050999374302874,10,20.50999374302874,False,wifi,20,-30.0,5680.0
2025-11-02T00:01:40,AP_5_136,5,136,20,21.0,-94.85676624118464,60.0,298.8719155248892,37.59519447540668,3.9754150515990796,2.268102419926018,10,22.68102419926018,False,wifi,20,-30.0,5680.0
2025-11-02T00:01:50,AP_5_136,5,136,20,21.0,-95.21839551106413,60.0,379.6860453070625,12.224441321869586,4.694705043281545,2.4666982513622657,10,24.666982513622656,False,wifi,20,-30.0,5680.0
2025-11-02T00:02:00,AP_5_136,5,136,20,21.0,-94.83407008123918,60.0,316.7600112547579,30.132695320446327,4.180681312099507,2.4252448006232634,10,24.252448006232637,False,wifi,20,-30.0,5680.0
2025-11-02T00:02:10,AP_5_136,5,136,20,21.0,-95.48591664197527,60.0,308.93753706596533,35.60794505486586,4.021330989453256,2.6739751509809606,10,26.739751509809608,False,wifi,20,-30.0,5680.0
2025-11-02T00:02:20,AP_5_136,5,136,20,21.0,-94.37674285399447,60.0,386.43076398442525,10.159784033044582,4.766882365406034,2.1340770336615407,10,21.340770336615407,False,wifi,20,-30.0,5680.0
2025-11-02T00:02:30,AP_5_136,5,136,20,21.0,-94.27589192409391,60.0,391.50755744702286,10.664082592113534,4.7991003439643825,2.2188975088757052,10,22.18897508875705,False,wifi,20,-30.0,5680.0
2025-11-02T00:02:40,AP_5_136,5,136,20,21.0,-94.6965592749296,60.0,366.3480340005668,16.714079360073015,4.594101585971765,2.540813480351788,10,25.40813480351788,False,wifi,20,-30.0,5680.0
2025-11-02T00:02:50,AP_5_136,5,136,20,21.0,-93.67523779506182,60.0,383.45397768784426,13.414586873966933,4.678708613641089,2.189277130185632,10,21.892771301856325,False,wifi,20,-30.0,5680.0
2025-11-02T00:03:00,AP_5_136,5,136,20,21.0,-95.76284676259073,60.0,297.27975343019034,36.35593244498736,3.9910341491369694,1.949082847908962,10,19.49082847908962,False,wifi,20,-30.0,5680.0
2025-11-02T00:03:10,AP_5_136,5,136,20,21.0,-94.57491900252548,60.0,362.1358519773418,18.155900398423885,4.536435261812584,2.054771341146707,10,20.54771341146707,False,wifi,20,-30.0,5680.0
2025-11-02T00:03:20,AP_5_136,5,136,20,21.0,-96.0449199049125,60.0,399.85235612981637,7.140027991765236,4.861086206658383,2.4665262678134536,10,24.665262678134535,False,wifi,20,-30.0,5680.0
2025-11-02T00:03:30,AP_5_136,5,136,20,21.0,-93.07840468574393,60.0,391.71863319489154,8.297709472077802,4.802910070540465,2.499577771240378,10,24.995777712403783,False,wifi,20,-30.0,5680.0
