TIMESTAMP,AP_ID,BAND,CHANNEL,CHANNEL_WIDTH,TX_POWER_DBM,NOISE_FLOOR_DBM,AVG_CLIENT_SNR_DB,THROUGHPUT_AVG_Mbps,P95_RETRY_PCT,MEAN_QOE,UL_PER,BUSY_TIME,TOTAL_TIME,AIRTIME_UTILIZATION,NWIFI_DETECTED,NWIFI_TYPE,CLIENTS,MEAN_RSSI_DBM,CENTER_MHZ
2025-11-02T00:00:00,AP5_104,5,104,20,20.0,-93.40858496225954,42.409813555720156,294.3625188231834,37.71913369570656,3.9744069241880657,0.064026043410571,2.674875848995242,10.0,26.74875848995242,True,Radar,20,-50.998771406539376,5520
2025-11-02T00:00:10,AP5_104,5,104,20,20.0,-94.63828055518027,46.384931647722425,321.479639939257,30.49983635745222,4.180092745641922,0.023968742665962876,3.375576486332875,10.0,33.75576486332875,True,ZigBee,20,-48.25334890745784,5520
2025-11-02T00:00:20,AP5_104,5,104,20,20.0,-94.76946316241425,46.69264798329115,362.50824388053786,17.06268674358107,4.537987118171966,0.02050476888003664,3.2069957585567836,10.0,32.069957585567835,True,Radar,20,-48.0768151791231,5520
2025-11-02T00:00:30,AP5_104,5,104,20,20.0,-94.82337228831973,46.09231154421285,352.7460410758964,18.527412871928576,4.507117687482745,0.02001797990868004,2.558505678910857,10.0,25.585056789108574,True,Microwave,20,-48.731060744106884,5520
2025-11-02T00:00:40,AP5_104,5,104,20,20.0,-93.20089187292604,44.39140650962221,394.2100375768724,8.571309356588017,4.841233432663502,0.042561738194491716,2.423274636564345,10.0,24.232746365643447,True,Radar,20,-48.80948536330382,5520
2025-11-02T00:00:50,AP5_104,5,104,20,20.0,-95.74455282008358,47.06742298389348,317.1233985022148,31.54787188964532,4.15663577429707,0.01529132548911857,1.9145349353329792,10.0,19.145349353329795,False,wifi,20,-48.677129836190105,5520
2025-11-02T00:01:00,AP5_104,5,104,20,20.0,-93.37764171091675,44.09827051495712,335.3705865852332,24.805396406952916,4.327418933385664,0.04076966566037486,2.2956635310553755,10.0,22.956635310553754,True,Radar,20,-49.27937119595963,5520
2025-11-02T00:01:10,AP5_104,5,104,20,20.0,-96.78083354132578,49.19373982233907,344.7210488080308,24.102839200826345,4.346100895515144,0.006491797981835542,2.261749181888125,10.0,22.61749181888125,False,wifi,20,-47.58709371898671,5520
2025-11-02T00:01:20,AP5_104,5,104,20,20.0,-95.06859430103665,46.88233680841823,407.21060045980545,6.318070367835659,4.895511417367947,0.02339729448383828,2.786039177562125,10.0,27.860391775621252,True,Radar,20,-48.186257492618424,5520
2025-11-02T00:01:30,AP5_104,5,104,20,20.0,-94.17807955818633,45.61517477569156,298.06020908601965,35.88430554980856,3.9842418182667396,0.023152774984811438,2.4449858214298255,10.0,24.449858214298253,True,Radar,20,-48.562904782494755,5520
2025-11-02T00:01:40,AP5_104,5,104,20,20.0,-94.11591098980418,45.02555952292247,410.3979417631216,3.4422310030556957,4.965275190400462,0.03648742927008679,2.782235334994054,10.0,27.82235334994054,True,Radar,20,-49.090351466881714,5520
2025-11-02T00:01:50,AP5_104,5,104,20,20.0,-95.63452796478404,47.64925990647043,303.97215704875646,36.448570859529895,4.023719612140821,0.01799366969600883,2.451571890238373,10.0,24.515718902383732,True,Radar,20,-47.985268058313615,5520
2025-11-02T00:02:00,AP5_104,5,104,20,20.0,-95.1967639719419,45.257508812838985,333.81307109638857,26.3986113211169,4.322411956973915,0.02930486253625277,2.423670243401537,10.0,24.236702434015374,True,Microwave,20,-49.93925515910293,5520
2025-11-02T00:02:10,AP5_104,5,104,20,20.0,-94.94240175943104,46.84024397243426,377.9191940753441,13.330219945204657,4.671085770042805,0.03271160593909423,2.2723791084794396,10.0,22.723791084794396,False,wifi,20,-48.10215778699678,5520
2025-11-02T00:02:20,AP5_104,5,104,20,20.0,-95.65647226221554,46.98516588474051,328.12734719985434,29.990962124623966,4.211520441654177,0.022137281145608062,2.026452373410532,10.0,20.26452373410532,True,ZigBee,20,-48.671306377475034,5520
2025-11-02T00:02:30,AP5_104,5,104,20,20.0,-94.18197146062481,44.48330935174265,395.52403962224827,6.967696187116154,4.830759867361697,0.10611874872784251,2.959649098962877,10.0,29.59649098962877,True,Microwave,20,-49.698662108882154,5520
2025-11-02T00:02:40,AP5_104,5,104,20,20.0,-94.04666562639048,45.89257953404461,321.18725417526053,30.071427318514857,4.1681772212062755,0.0408356713719138,3.1060681979790767,10.0,31.060681979790765,True,BLE,20,-48.154086092345864,5520
