timestamp,ap_id,band,channel,label,center_mhz,bw_mhz,duty,power_dbm,fft_bin_0,fft_bin_1,fft_bin_2,fft_bin_3,fft_bin_4,fft_bin_5,fft_bin_6,fft_bin_7,fft_bin_8,fft_bin_9,fft_bin_10,fft_bin_11,fft_bin_12,fft_bin_13,fft_bin_14,fft_bin_15,fft_bin_16,fft_bin_17,fft_bin_18,fft_bin_19,fft_bin_20,fft_bin_21,fft_bin_22,fft_bin_23,fft_bin_24,fft_bin_25,fft_bin_26,fft_bin_27,fft_bin_28,fft_bin_29,fft_bin_30,fft_bin_31,fft_bin_32,fft_bin_33,fft_bin_34,fft_bin_35,fft_bin_36,fft_bin_37,fft_bin_38,fft_bin_39,fft_bin_40,fft_bin_41,fft_bin_42,fft_bin_43,fft_bin_44,fft_bin_45,fft_bin_46,fft_bin_47,fft_bin_48,fft_bin_49,fft_bin_50,fft_bin_51,fft_bin_52,fft_bin_53,fft_bin_54,fft_bin_55,fft_bin_56,fft_bin_57,fft_bin_58,fft_bin_59,fft_bin_60,fft_bin_61,fft_bin_62,fft_bin_63
2025-11-02T00:00:00,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-105.58039654987866,-99.7009385414212,-97.12448670068923,-97.01186526763156,-95.91344700866472,-94.30971813308356,-95.59282037676158,-101.38311374232254,-101.29099988960748,-98.80771097925813,-99.9339226215969,-101.99537673076148,-99.90547193239765,-100.00393535073577,-100.59593976916227,-99.52776500834368,-95.04504399892366,-97.98268242613094,-91.16496932171225,-98.0688719918197,-99.45059387169042,-98.56799790191405,-97.81092061454804,-97.27463467836546,-92.35026257230159,-101.11635794481137,-96.00325837534545,-97.95714475703629,-103.29368977759052,-96.26830020359436,-94.77752586746695,-101.15192576121095,-98.60719815355456,-103.75645933590177,-102.35681592893167,-95.4363078170269,-99.97964606790096,-101.90680547469277,-97.89201545650337,-100.14763384417172,-99.99286152320526,-96.36241847285395,-102.0655966266817,-101.29649218792416,-98.11815657343205,-95.67216717763404,-94.8659156454091,-100.57558171096352,-95.76826564911971,-100.93282343028989,-93.10176850915826,-101.98170962613784,-94.59496011750346,-100.54985487033483,-92.54065718549485,-96.8064343633212,-101.62844613810333,-100.14711198850618,-96.23685293420743,-95.42246329703197,-98.79254332505205,-98.44642170698826,-96.30533745194646,-98.1850012688462,-102.46091112789378
2025-11-02T00:00:10,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-104.64998134014104,-94.96626836979675,-100.36235725982027,-99.80386218198701,-97.80988236879574,-102.87405254545547,-95.16719551945077,-100.5387230025385,-99.06445440464631,-98.28982012718035,-97.53212087542938,-98.68094116941016,-97.85209448183208,-97.82886423731229,-98.99107421302242,-99.96956471305734,-94.40555956707423,-103.96319844694115,-98.26712681716948,-99.05667975579368,-96.39360687996158,-102.01285972969806,-99.14933736387185,-97.95706054211031,-94.43976050902967,-96.65342643975477,-101.20044597274763,-99.11241149630303,-94.99182728215897,-101.25230593791024,-97.88591414525816,-97.67734269771987,-98.80733051990333,-89.56272599174429,-98.88817571848368,-96.30068586203765,-99.94888470079889,-96.06673736414282,-95.03761854958523,-99.41387345037933,-97.81408678579663,-100.33582064981366,-101.08319277629072,-94.53959504264041,-99.31198417779198,-104.89081832566525,-92.35391287066017,-100.05626730932886,-98.38910047138513,-92.7272618236581,-98.07520762270396,-98.13999114674662,-101.33450047379264,-102.55448243902374,-98.14914013392942,-96.56155201791636,-96.73340511550872,-99.09376458154868,-97.58920794210022,-103.16161132612494,-96.2694802780546,-97.1657638058309,-91.72899865759247,-97.6275424008539,-100.47798939657928
2025-11-02T00:00:20,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-106.2856432669216,-98.44164015457586,-97.98013725297645,-99.49427227452084,-99.86427714659187,-95.75884225222904,-96.22028385645055,-95.04124150836843,-98.16786021243398,-95.22765098295534,-100.53389118608284,-99.8881986253456,-95.70034100587571,-96.75537865214088,-100.15699448766628,-102.42441797498073,-99.89753588789901,-101.34024859075271,-94.11213281945557,-97.00552133636235,-101.58341099908189,-102.42061614891664,-101.62058308827527,-100.9621189823206,-99.78574444831318,-95.94200379427893,-102.18519394098061,-92.41703153238194,-102.11554397740755,-103.51278646020539,-94.22072879095118,-95.32187646741073,-99.83268966019045,-98.14164632154802,-98.06593590961556,-98.87550598069092,-103.17508188233302,-106.73154481492035,-101.81982181389185,-93.83718003280876,-93.71940275874162,-100.07115416039852,-102.15953593449261,-98.45127960773345,-97.96869968052052,-97.48348470903943,-106.86672931543438,-89.81237471544611,-95.8882192627907,-99.8792343781406,-101.44107615740415,-96.32372618468278,-97.79945942181797,-99.00920080281806,-97.91063936599916,-99.62380207959544,-98.08005646976969,-97.10655471406109,-98.25569264467552,-98.41287757195585,-95.10706286728805,-104.07696462517697,-101.6792901025969,-99.20596120897852,-101.47524601570932
2025-11-02T00:00:30,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-104.48804405880071,-99.11718862804344,-97.24257951059043,-96.64011584141024,-100.62972190333613,-97.06521530905718,-96.2914798002096,-101.30764563089687,-96.84351513063322,-99.63779374803471,-97.11629851674249,-95.31880704977928,-98.01682112065272,-94.74779781086355,-95.11560210607966,-94.76455377302223,-96.27871423924671,-94.18574338748249,-96.33275814820998,-102.4898251578306,-99.86425602907994,-98.12181525860358,-97.74971320694938,-96.41482778106311,-99.9088996842808,-91.46191794515245,-97.79541898723565,-97.51110744697422,-99.50029138020383,-100.49817433934052,-97.86695357050719,-97.40539188623225,-97.74875634828675,-92.52257622968835,-97.8669721129342,-97.74583188211382,-95.0421576233681,-98.00124154558831,-95.8700268526081,-101.3251782738308,-101.30147762209867,-97.12186836543395,-98.18289681551626,-99.91511840348987,-97.12248885672577,-96.86074377627577,-99.61773469031526,-99.04443153201349,-96.83819441047204,-100.5512794127596,-99.30014266112575,-95.8862386371247,-97.55955214877775,-98.91965259066835,-100.19725201574687,-100.5276781141179,-97.88331050321212,-91.41060648909122,-95.79068413157702,-101.48663678748497,-95.36639555660383,-99.76470388249354,-97.5026161886206,-99.254625872252,-91.4197796201787
2025-11-02T00:00:40,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-102.6676207587968,-97.67285814010457,-97.91670625097082,-98.72328915365158,-98.67487533501163,-97.21410538763956,-93.04418818017575,-97.82112650428485,-92.50838009950601,-91.56521720691461,-94.81233128611517,-91.98022820304072,-99.75140164478437,-97.34218047254471,-95.09937111411928,-94.99791869735414,-91.3799231842279,-98.66415680821255,-97.27848747955657,-95.92256997098895,-97.22347834412801,-98.7954996184019,-97.0972720939207,-96.40420014716078,-91.3249873629594,-98.72831648501537,-93.2220671017222,-91.85121474435556,-97.20540470609541,-94.8879414536615,-93.93981180835875,-94.43460688027967,-95.42119109492097,-97.70409850645987,-93.68025098389462,-96.79099442981929,-95.58166795752086,-95.14016583734467,-93.09965308247334,-89.88379714140316,-97.88097612020452,-95.50989659602558,-100.12087170675562,-91.22329498712514,-95.53607242119271,-96.56665334812574,-95.51094257956268,-95.35933022281226,-97.86313914677297,-92.10371009743163,-93.73340157208112,-93.31510972440483,-97.70764963470126,-97.86996194584013,-96.00827290560932,-93.26774708941457,-94.16253335137831,-98.0006746815936,-93.66433755869261,-98.58398353027671,-97.65247801329302,-95.1944506858957,-99.18204041362254,-98.5582063422473,-91.01125611709932
2025-11-02T00:00:50,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-104.9315716556894,-97.66389914237855,-93.2247333731677,-95.50859871907409,-98.15572507063204,-100.52339207103061,-100.12458439413588,-95.08092040414483,-102.71153836411943,-90.72200241371996,-98.02692570793081,-102.06721603163987,-97.3856439799492,-100.33368964484809,-99.18853254100159,-102.4638870370606,-98.64738005472688,-104.29948502682394,-99.73116993054612,-100.41349225460324,-99.4385267452502,-100.22416965878047,-97.82967925437647,-95.2675558907223,-96.84973525452276,-94.03378569546369,-99.42715862727286,-96.95742708939144,-96.83922788755466,-94.47661651142879,-100.1229070944777,-95.56507478806466,-100.50350165165395,-99.64133246140612,-99.00754025189241,-96.5720512126316,-101.19259457810463,-100.77453322500634,-99.86676227146079,-97.78624195065886,-100.74031682589846,-97.13965652882378,-99.00506804100363,-95.95785451000536,-97.74274687115437,-92.67516817098733,-97.56813263487267,-101.58674002803549,-98.56987368656623,-97.86815137353027,-100.65759384674216,-93.38027541430459,-98.8613850285598,-99.86557753713124,-97.38694830250714,-100.65019374517257,-95.0325312213808,-95.63551428820647,-97.53969807770186,-96.15691274237696,-99.43058353343442,-102.43973046798834,-98.90839476773344,-99.43611678713062,-104.04117914742545
2025-11-02T00:01:00,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-106.77702496103315,-101.81017252056263,-97.00906596056089,-101.05716405728772,-101.12120093801208,-93.25507501293978,-97.37906513861492,-96.54921958363076,-101.31334274825711,-103.07810395257965,-96.5766346753798,-95.30071666259744,-103.63650349246737,-101.32949672577354,-102.51979831864041,-98.33277389455456,-96.51798859389933,-100.88194908293858,-100.89064040188907,-105.64725305971814,-102.63975039129599,-95.25508175473067,-98.29903993326516,-96.99815687301519,-100.87251025628653,-100.5962097808308,-99.72117209279469,-98.80430815811258,-95.6488968783712,-101.79528293033337,-100.1912880156858,-102.15678118418647,-105.68151970128768,-97.01660672217865,-94.5346682537928,-97.48064403955955,-99.08615733468503,-94.21670878725959,-98.4003920903267,-97.36878043849224,-99.35410825911181,-98.89592812844579,-100.17588096752287,-97.27928401233622,-103.05087215493502,-98.51924465846163,-102.3361609479852,-98.24744460312697,-92.59464500583425,-97.67746997390276,-96.25525462575445,-97.0695941946961,-106.75431170370081,-100.17210751554097,-98.43340443667913,-106.04368763978133,-100.62862513972473,-100.01475642943768,-103.47179578329,-102.68609273321509,-95.7649618699003,-110.51951423877074,-98.96261895750561,-96.28631193328022,-99.8584281062283
2025-11-02T00:01:10,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-105.24607744154152,-92.05531078807603,-100.94064581564714,-96.76188255447985,-93.66877391379349,-97.09771181082438,-100.09146686694037,-99.89982815834404,-102.43696576428286,-97.9656626705242,-97.85532774734499,-98.99815434591352,-93.97464531847554,-98.3580741407953,-102.89616102306577,-93.69664878215485,-101.69144842370572,-96.60340304598809,-96.21000043566437,-98.36097288295841,-95.32070436641764,-97.88913229173819,-99.19794234598163,-104.37311177709088,-103.31388430377766,-89.85666751939927,-95.91100744700474,-94.34752602781265,-90.56812626838871,-99.189595243759,-98.5242909133328,-103.05093047943522,-98.96952359643221,-99.04824301448214,-99.27287647622586,-94.94574512911471,-95.95305019430491,-95.33822405393059,-101.75865214194093,-98.01342147321716,-97.06920656480233,-92.49597517074055,-97.74992971785528,-98.59123523388605,-94.84030950112698,-98.87495769244944,-96.6900115165709,-96.77892739803066,-99.66049327447043,-100.17434206263272,-98.34077534123927,-99.54452859714196,-102.7410313333824,-96.08154776137386,-96.5350301443398,-100.47442204508344,-100.7654581643841,-96.78023335073946,-92.98980907292604,-95.18374938022171,-94.64416666698484,-99.15949306883095,-96.99970354127008,-98.64327763893517,-100.42429983142135
2025-11-02T00:01:20,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-104.94987486410966,-99.54072200332335,-96.13461870151203,-95.06505573032416,-96.00790442963286,-97.32040432524445,-102.22914058377489,-92.92312926723712,-97.77404773022853,-97.01438504361981,-100.0649342597215,-98.59423477448385,-94.41172255622976,-95.60185871594389,-98.88371557781075,-93.36686429922086,-100.9776774172828,-102.99241602174892,-103.73735413395579,-95.56503145985556,-100.03806786407038,-98.37098051306279,-94.66675583634436,-96.9636494382881,-101.50823518966448,-93.07729505810762,-98.82285988401097,-98.13870647310935,-100.08834958582398,-101.29680863332322,-97.25879518609196,-102.27404327972741,-98.19911833799188,-93.19367879500996,-95.6960944818887,-97.34093028816838,-101.24478901005754,-98.13198929126764,-100.33805517556901,-93.62321319130008,-99.37169384554244,-100.3077966634614,-98.60299548814672,-100.29503738268369,-97.2429141183879,-92.48605736298869,-97.92836906496815,-100.7182097848674,-98.42394316605541,-101.76255104542918,-89.32940197375693,-92.54720890036916,-94.20881946933697,-95.69563258761349,-98.44633615828788,-98.38011906826556,-98.61102695556775,-90.8192978581237,-98.52632404423744,-99.6421383782215,-98.26350583149451,-96.39894931650679,-108.39698520739005,-96.76990525954817,-105.57740772870125
2025-11-02T00:01:30,AP_24_1,2.4,1,wifi,2412.0,0.0,0.0,-105.73198661083961,-100.36402021158082,-95.93013076221214,-103.03127749749535,-97.29891500604744,-97.51724486266032,-101.19585213418227,-99.02993630952483,-97.57111115187526,-100.80734133835945,-100.86998458953975,-102.42117185734733,-92.66494461727142,-100.13277337794301,-102.41001895667205,-104.0363037770142,-101.14031706817084,-97.93122760987808,-99.49836590038574,-97.68012030498002,-96.58613136480842,-99.18473640351046,-99.11464198489382,-94.03483070860776,-96.52205913336049,-97.5784755997936,-99.76124163380184,-96.70569560487048,-97.6750367843255,-97.7880354889825,-96.58032074297721,-97.75376539070172,-103.28972419341703,-98.5679657035645,-102.07717189905982,-96.83209909647104,-103.43730485371549,-98.82518390284248,-98.5584843063037,-102.172924251476,-98.97522935964574,-96.42880886352097,-100.401982742513,-97.86344440685451,-97.2090815802363,-101.93415837170357,-98.60802440011473,-99.36453673839868,-98.77650734265241,-103.54424510333834,-102.95407865049336,-95.07177799647665,-96.46311435729012,-98.0716795300713,-96.02709488814227,-102.70967866244882,-99.41294922782647,-99.69506721773809,-101.04254105488776,-102.13304096135926,-94.78348128810069,-100.62009886420512,-97.38006919307178,-97.73524409714705,-95.59571532493663
