timestamp,ap_id,band,channel,channel_width_mhz,tx_power_dbm,noise_floor_dbm,avg_client_snr_db,throughput_avg_mbps,p95_retry_pct,mean_qoe,busy_time,total_time,airtime_utilization_pct,nwifi_detected,nwifi_type
2025-11-02T00:00:00,AP_24_2,2.4,2,20,19.0,-92.72294861337039,25.278518636979356,31.669136710448164,100.0,2.780882509023522,2.3904798080527376,10,23.904798080527375,False,wifi
2025-11-02T00:00:10,AP_24_2,2.4,2,20,19.0,-95.40237010427728,28.35359613310185,35.862051112653965,84.178536094277,3.086425428216414,2.828966246449761,10,28.28966246449761,False,wifi
2025-11-02T00:00:20,AP_24_2,2.4,2,20,19.0,-94.58173287630399,27.602714259693734,31.50515542035206,100.0,2.830007565117275,2.976852366542392,10,29.768523665423917,False,wifi
2025-11-02T00:00:30,AP_24_2,2.4,2,20,19.0,-94.62685406156454,27.556364509595404,44.8351480848136,76.59271354469689,3.583674944989837,2.376498029288069,10,23.76498029288069,False,wifi
2025-11-02T00:00:40,AP_24_2,2.4,2,20,19.0,-96.68925934920902,29.57678728646082,39.84865571547877,83.01132722208129,3.2917951612559193,2.19535432382645,10,21.9535432382645,False,wifi
2025-11-02T00:00:50,AP_24_2,2.4,2,20,19.0,-93.45211873520729,26.81659258630807,43.01592668713205,78.87819513222047,3.4689156512655392,2.6581671756632534,10,26.581671756632534,False,wifi
2025-11-02T00:01:00,AP_24_2,2.4,2,20,19.0,-94.69462432555333,28.118468441157347,43.01945326040785,72.59866795906014,3.428196745646455,2.0960133420634888,10,20.96013342063489,False,wifi
2025-11-02T00:01:10,AP_24_2,2.4,2,20,19.0,-95.86329059309755,28.901183257976946,36.85522306042398,94.67123934248407,3.137265836576995,2.896223882724249,10,28.962238827242487,False,wifi
2025-11-02T00:01:20,AP_24_2,2.4,2,20,19.0,-93.86851609533998,26.47173695350154,32.49588829911799,95.64330012921361,2.8948704576919004,2.9148344563760262,10,29.148344563760265,False,wifi
2025-11-02T00:01:30,AP_24_2,2.4,2,20,19.0,-92.35088291383292,25.363378738000847,38.242818078162365,94.4001460525013,3.1363089290896218,2.8533916595276296,10,28.5339165952763,False,wifi
2025-11-02T00:01:40,AP_24_2,2.4,2,20,19.0,-94.8250733212275,27.801129758361867,40.46238008594953,74.70784504301369,3.330021188695212,2.731708127604475,10,27.317081276044746,False,wifi
2025-11-02T00:01:50,AP_24_2,2.4,2,20,19.0,-93.28176082372731,26.715383042199953,43.62825922244622,86.0906818114564,3.5009667972173304,2.578713059312407,10,25.78713059312407,False,wifi
2025-11-02T00:02:00,AP_24_2,2.4,2,20,19.0,-92.61794432207827,25.969182610896688,29.8670678414411,100.0,2.7632050292874117,2.4407047287412187,10,24.407047287412187,False,wifi
2025-11-02T00:02:10,AP_24_2,2.4,2,20,19.0,-94.86265459256654,28.051376079383584,46.055059642063846,65.7306445815021,3.5999763512858665,3.0145638865532587,10,30.145638865532586,False,wifi
2025-11-02T00:02:20,AP_24_2,2.4,2,20,19.0,-95.24273088940126,28.226678706364073,32.64183705532092,100.0,2.940591695748638,2.1540484879532498,10,21.5404848795325,False,wifi
2025-11-02T00:02:30,AP_24_2,2.4,2,20,19.0,-96.14935657164374,28.950590273254342,34.922586754480676,96.51017574630593,3.0414962264750462,2.437471717696218,10,24.37471717696218,False,wifi
2025-11-02T00:02:40,AP_24_2,2.4,2,20,19.0,-95.33706712301515,29.15652583375724,47.51549231272087,73.13487930661216,3.7591577664990816,2.1841332726922382,10,21.84133272692238,False,wifi
2025-11-02T00:02:50,AP_24_2,2.4,2,20,19.0,-94.29195161152322,27.571926875716507,35.66478939422994,98.3365860864794,3.0952743564536127,2.767672255768529,10,27.67672255768529,False,wifi
2025-11-02T00:03:00,AP_24_2,2.4,2,20,19.0,-94.10282405032011,26.655083898417878,33.31580271154337,100.0,2.936131813664068,2.471068454099394,10,24.710684540993938,False,wifi
2025-11-02T00:03:10,AP_24_2,2.4,2,20,19.0,-95.23123144200581,28.404039916516307,35.694647302362796,82.2634048323801,3.050934172509439,2.4134854151074547,10,24.13485415107455,False,wifi
2025-11-02T00:03:20,AP_24_2,2.4,2,20,19.0,-93.70826674285097,26.79351196749896,39.20651248313897,87.1096050702823,3.2375395914632974,2.327742883730606,10,23.277428837306058,False,wifi
2025-11-02T00:03:30,AP_24_2,2.4,2,20,19.0,-93.80892184152601,27.83971099275294,35.711462434178245,86.40252182200896,3.0610661235956647,2.597985474022929,10,25.979854740229293,False,wifi
2025-11-02T00:03:40,AP_24_2,2.4,2,20,19.0,-94.73439462474313,27.96988509882268,45.43281107814843,74.30916212794274,3.561892786823171,2.845128087593099,10,28.45128087593099,False,wifi
2025-11-02T00:03:50,AP_24_2,2.4,2,20,19.0,-95.69995722297695,29.1181653128037,39.83431059208179,73.30491799348778,3.3072061928746663,2.3758183651386915,10,23.758183651386915,False,wifi
2025-11-02T00:04:00,AP_24_2,2.4,2,20,19.0,-94.23039661148744,27.700588718928895,39.77797165728719,85.11599209697579,3.253891052667126,2.2626356070446705,10,22.626356070446704,False,wifi
2025-11-02T00:04:10,AP_24_2,2.4,2,20,19.0,-95.40070427218488,27.997758218820877,42.043289284521265,56.74608630668778,3.3722637167375575,2.216810874930917,10,22.168108749309173,False,wifi
2025-11-02T00:04:20,AP_24_2,2.4,2,20,19.0,-94.36246028282402,27.341233157443675,43.349259965981915,72.82853874635937,3.4300813437900564,2.78096926893957,10,27.8096926893957,False,wifi
2025-11-02T00:04:30,AP_24_2,2.4,2,20,19.0,-92.33672891267862,24.873290816508163,32.33578152317995,99.0054114955514,2.849389614099336,2.5514919485607517,10,25.514919485607518,False,wifi
2025-11-02T00:04:40,AP_24_2,2.4,2,20,19.0,-95.04592339076197,28.08649370342896,33.88514490240211,100.0,2.979084162732717,2.69178257224354,10,26.917825722435403,False,wifi
2025-11-02T00:04:50,AP_24_2,2.4,2,20,19.0,-94.47142134698117,27.00626336215138,37.30252105347858,91.86742812508034,3.1641398584987623,2.4644128474233256,10,24.644128474233256,False,wifi
2025-11-02T00:05:00,AP_24_2,2.4,2,20,19.0,-93.66767275016569,25.87981256369681,41.30993446202176,76.28240427027282,3.334409772080366,2.7736425857300215,10,27.73642585730022,False,wifi
2025-11-02T00:05:10,AP_24_2,2.4,2,20,19.0,-94.55946271682699,27.71660954132704,33.6884896182907,95.79823817359139,2.9825169975719374,2.967946932565487,10,29.67946932565487,False,wifi
2025-11-02T00:05:20,AP_24_2,2.4,2,20,19.0,-92.300523081587,25.451810214424746,28.711716050702552,100.0,2.687689252096134,2.8587540076009845,10,28.587540076009844,False,wifi
2025-11-02T00:05:30,AP_24_2,2.4,2,20,19.0,-93.98973430131556,26.96357978052374,31.766090757713233,100.0,2.814721815171959,2.807530650737152,10,28.075306507371522,False,wifi
2025-11-02T00:05:40,AP_24_2,2.4,2,20,19.0,-91.1088739010188,24.46915157668547,29.233510704624592,100.0,2.7052013066043448,2.8240867128240956,10,28.240867128240954,False,wifi
2025-11-02T00:05:50,AP_24_2,2.4,2,20,19.0,-93.69266541286677,25.99265822116222,33.04857431180075,97.03748373167939,2.8683083118443022,2.9425762855400945,10,29.425762855400944,False,wifi
2025-11-02T00:06:00,AP_24_2,2.4,2,20,19.0,-94.1973109567099,27.06404506413093,41.550707678388775,85.88555230685797,3.3865212394719513,2.162808667113354,10,21.628086671133538,False,wifi
2025-11-02T00:06:10,AP_24_2,2.4,2,20,19.0,-95.07351837180393,27.99318612211286,37.31734642099427,74.35986791891145,3.146500759666468,2.1152992579353587,10,21.152992579353587,False,wifi
2025-11-02T00:06:20,AP_24_2,2.4,2,20,19.0,-94.15736925729361,27.135221843385466,36.45409823974853,78.61575013794324,3.0497441686858777,2.483216875137993,10,24.83216875137993,False,wifi
2025-11-02T00:06:30,AP_24_2,2.4,2,20,19.0,-96.45767682026795,29.77464296020513,36.608221001977995,80.17158050902158,3.1355459498897638,2.1633436769479153,10,21.633436769479154,False,wifi
2025-11-02T00:06:40,AP_24_2,2.4,2,20,19.0,-92.7686979383717,26.43592445007341,29.824731722887055,100.0,2.724397548338465,2.489331608483938,10,24.893316084839377,False,wifi
2025-11-02T00:06:50,AP_24_2,2.4,2,20,19.0,-91.67663326317324,25.42159275003575,31.21255392636841,97.73828981113175,2.799844251955352,2.0617262421369347,10,20.617262421369347,False,wifi
2025-11-02T00:07:00,AP_24_2,2.4,2,20,19.0,-93.90534072828287,27.423455227669656,44.83243771649753,69.90372887120976,3.571437500762535,2.763828954017754,10,27.638289540177542,False,wifi
2025-11-02T00:07:10,AP_24_2,2.4,2,20,19.0,-95.48500407463965,28.668774573882494,33.99413895745435,78.0828787801239,2.999802818239525,2.591705292431485,10,25.91705292431485,False,wifi
2025-11-02T00:07:20,AP_24_2,2.4,2,20,19.0,-94.63763274872463,28.561093488767124,45.45071321036757,84.76373615503485,3.622441454351974,2.201813764550508,10,22.018137645505078,False,wifi
2025-11-02T00:07:30,AP_24_2,2.4,2,20,19.0,-93.28962410579202,26.685533671090944,32.0236603882082,100.0,2.8606605996763728,2.729061991998869,10,27.29061991998869,False,wifi
2025-11-02T00:07:40,AP_24_2,2.4,2,20,19.0,-93.23954223374535,26.827550011523243,42.20758054275333,77.77549920399564,3.4177926791573237,2.5409497449948266,10,25.409497449948265,False,wifi
2025-11-02T00:07:50,AP_24_2,2.4,2,20,19.0,-93.64491413427069,26.68171976320781,44.76131439754181,83.88758305666795,3.534327908887156,2.457732035655272,10,24.577320356552722,False,wifi
2025-11-02T00:08:00,AP_24_2,2.4,2,20,19.0,-94.39305181049129,27.594937461856915,43.0215131043033,80.38732259244993,3.4274458136424792,2.9124364657670583,10,29.124364657670583,False,wifi
2025-11-02T00:08:10,AP_24_2,2.4,2,20,19.0,-93.2533043502058,26.858489696875722,39.94820279124036,94.59854235552388,3.3025641165896396,3.0162741678571026,10,30.162741678571024,False,wifi
2025-11-02T00:08:20,AP_24_2,2.4,2,20,19.0,-95.12434993939101,28.312964753265028,33.716296156089086,91.62468703894075,2.9452175290526106,2.407926312570412,10,24.07926312570412,False,wifi
2025-11-02T00:08:30,AP_24_2,2.4,2,20,19.0,-95.15345408285614,28.42410313582487,40.90668191374686,82.83113057856738,3.3726352674159563,2.3401352225756784,10,23.40135222575678,False,wifi
2025-11-02T00:08:40,AP_24_2,2.4,2,20,19.0,-94.615269426569,28.26089460537917,36.20438480987305,92.52724492470232,3.114448064953107,2.7185350887632267,10,27.185350887632264,False,wifi
2025-11-02T00:08:50,AP_24_2,2.4,2,20,19.0,-93.87094845657367,27.873421917097335,43.783520849764855,82.18097980201105,3.5124934164255457,2.828189413564565,10,28.281894135645647,False,wifi
2025-11-02T00:09:00,AP_24_2,2.4,2,20,19.0,-94.59485944799334,27.84554329628325,42.8658276064876,80.93704337797074,3.43722767791742,2.6932055149730467,10,26.932055149730466,False,wifi
2025-11-02T00:09:10,AP_24_2,2.4,2,20,19.0,-94.39524335443552,27.53029052551674,38.133797778895186,87.24884477919066,3.1498355760213292,2.114274321937957,10,21.14274321937957,False,wifi
2025-11-02T00:09:20,AP_24_2,2.4,2,20,19.0,-92.86447587862182,25.952838570761333,37.124235585314274,85.01063497440998,3.0762348433337476,2.1173615281354157,10,21.17361528135416,False,wifi
