timestamp,ap_id,band,channel,label,center_mhz,bw_mhz,duty,power_dbm,fft_bin_0,fft_bin_1,fft_bin_2,fft_bin_3,fft_bin_4,fft_bin_5,fft_bin_6,fft_bin_7,fft_bin_8,fft_bin_9,fft_bin_10,fft_bin_11,fft_bin_12,fft_bin_13,fft_bin_14,fft_bin_15,fft_bin_16,fft_bin_17,fft_bin_18,fft_bin_19,fft_bin_20,fft_bin_21,fft_bin_22,fft_bin_23,fft_bin_24,fft_bin_25,fft_bin_26,fft_bin_27,fft_bin_28,fft_bin_29,fft_bin_30,fft_bin_31,fft_bin_32,fft_bin_33,fft_bin_34,fft_bin_35,fft_bin_36,fft_bin_37,fft_bin_38,fft_bin_39,fft_bin_40,fft_bin_41,fft_bin_42,fft_bin_43,fft_bin_44,fft_bin_45,fft_bin_46,fft_bin_47,fft_bin_48,fft_bin_49,fft_bin_50,fft_bin_51,fft_bin_52,fft_bin_53,fft_bin_54,fft_bin_55,fft_bin_56,fft_bin_57,fft_bin_58,fft_bin_59,fft_bin_60,fft_bin_61,fft_bin_62,fft_bin_63
2025-11-02T00:00:00,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-104.04051817051607,-96.39520546725167,-95.37433344818912,-97.98747929703791,-96.69308012174979,-98.93762932976354,-93.25006813796912,-92.47583994200946,-92.90077976842484,-98.26484445554965,-99.90184028861133,-93.20959718826558,-95.40879656274183,-96.05476514594514,-98.9414144253515,-95.76352673260577,-100.29635234950187,-95.13833110227897,-92.90385807169744,-92.1473815387922,-94.91494600818662,-101.18658281937942,-96.448527777678,-90.62147293834292,-99.64635294184292,-97.21806288924671,-92.79994511511313,-95.1891164042953,-89.60004919706076,-99.23912632020183,-100.00978552773853,-93.36814186301055,-100.62815405533067,-97.63082213696867,-97.23745780509479,-93.9325497503583,-95.19771426644033,-95.66932342798547,-98.24781080422106,-93.39550611327023,-84.96304604233427,-94.96667187374732,-96.74150154787556,-100.93410708349255,-98.95296251846753,-97.68164887235798,-98.64431889131747,-97.08875167409661,-91.70646994009421,-93.29901741840837,-97.51701631992083,-100.66535800451365,-93.02841524180883,-97.18768099090016,-102.22001944732312,-94.90322781503696,-93.96345811781568,-104.31824338532007,-99.51418209691478,-97.37188020443921,-94.83698543659021,-98.58775792438858,-99.53694387643787,-94.85901042147522,-98.44548529045855
2025-11-02T00:00:10,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-104.61472510744193,-95.40747651816007,-96.52618036757225,-97.1892555820831,-96.53980878985415,-95.76837136356947,-95.79841405005077,-100.1301949758075,-94.92573946121308,-96.84862675440024,-98.91857369238272,-96.91203603310342,-96.58129267726677,-94.36937410594956,-100.75319199289747,-93.63977204647935,-97.54522603851244,-99.13318485968772,-99.22499940701333,-100.61882838246967,-102.83746975871216,-95.58252546636432,-91.67206590617603,-102.46757115394938,-100.466008855233,-95.35997554000593,-97.75163583345619,-95.11146738061647,-97.91988667688844,-99.35660760524107,-98.29225143946132,-104.76099337420982,-101.04517814438732,-94.76988698478583,-94.0390255749054,-93.39622694216499,-96.29211706809782,-104.38293173030074,-99.51974469500335,-93.64075807779604,-92.74556239139127,-93.5267818784202,-98.32348250175133,-101.53445270716563,-97.73661987731737,-97.57030405275114,-92.91803064716757,-96.9313512070753,-97.5646815707996,-97.39423966301155,-96.41514861815386,-95.73540484925722,-99.78833740949591,-100.78758629131863,-93.50304954322783,-102.53784899074898,-92.7014827298276,-103.34676119920303,-99.36834850593499,-94.69916319569158,-97.6136994402071,-101.56415551872745,-96.33544064506394,-97.41371208204049,-98.26286997276786
2025-11-02T00:00:20,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-104.92046963992347,-99.92308028733756,-98.23852412388038,-99.85708677900223,-101.53733089020356,-95.62936311590235,-92.79708631739743,-94.72675365470172,-96.92532139433952,-99.84505496813136,-98.78122581247169,-94.74940585852148,-104.76492994099371,-99.01025031310502,-95.71812188069067,-101.33531078647698,-96.65030478718685,-96.7895018276264,-102.28346693071094,-97.65953530949467,-99.77280544392802,-96.67217361227287,-95.91110358224968,-96.72365283860401,-97.70269266719419,-97.05385582265575,-101.44866490667148,-98.01272499151314,-100.30991938008948,-94.82585337946232,-95.87075517197914,-95.87926558956386,-92.77999497263153,-98.91040203432452,-99.56749169655602,-98.98127778869579,-102.72717886343808,-102.49121900246149,-96.05716061301914,-102.10589003269496,-101.14520733495364,-98.22562927123835,-99.15715244813647,-95.26351256653527,-97.73908572491898,-100.31587567744006,-95.00557061069424,-95.73409548540712,-102.15341995264517,-97.16366970594336,-100.06570000867892,-100.14478301832398,-92.31192565598593,-97.5476554745681,-98.57308510546531,-97.6656159640366,-95.29774885143559,-100.0252830677838,-99.51301954824648,-95.95045526548448,-102.46963751139458,-94.9481541171956,-102.73600884439415,-98.6577700656497,-102.71696825942549
2025-11-02T00:00:30,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-104.54306697552498,-98.80632508421354,-99.0717005798921,-97.57703288693513,-92.98579662997913,-95.17013743603339,-98.7716535599077,-94.93602819368094,-97.51734674000392,-96.50930193255661,-96.78219551116796,-103.873837901938,-106.68537495975828,-96.86320271309971,-100.10165077903594,-102.46085474484809,-100.00909494202736,-94.7691393894412,-96.4695899150539,-95.22778336706524,-96.18378030242809,-100.29956293172042,-95.2134324497016,-95.78584797955983,-97.89551691732602,-97.3665464097891,-95.1656694054714,-99.79141492265985,-94.27941808057875,-95.84778508157984,-97.53629328540818,-92.94935776184158,-101.42606168047602,-98.92362129263017,-99.58981937232976,-96.46879383630198,-93.99582778022244,-100.49213279260577,-87.626572773812,-99.53133586559035,-96.46101655730013,-97.53500806799723,-97.40459743487595,-99.92030142878508,-94.34042755194808,-100.10483073946439,-102.84985422772098,-100.90905927220733,-93.20712011761772,-93.79165641209515,-103.5647740243837,-95.10187818056325,-103.48886574634459,-97.62475052996535,-101.16632165441499,-94.87072236701012,-95.87908426556724,-94.60432920207037,-98.42878640878935,-98.1170537944506,-102.04080434245779,-100.63452077221456,-94.697466670975,-96.44127208411224,-97.23006198984328
2025-11-02T00:00:40,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-105.52728569719287,-105.9043820379124,-97.00358056907159,-102.31716044301815,-99.91459862516102,-99.249317681024,-95.79694850135121,-91.91705166100955,-103.8659445363815,-97.18837299619848,-91.91991731619686,-100.24607475732073,-100.43228279236035,-97.81944696085996,-96.04078065946449,-96.55449157544054,-99.60339200018547,-100.93489658570688,-94.57889586358044,-100.85099797611129,-104.27584086437811,-102.88747225606055,-100.25570517115659,-94.04976911195658,-102.09237183953074,-93.96153119944987,-94.60682899880098,-97.8515922319614,-106.17456844186127,-102.07946363369427,-100.42789445734718,-93.33518046999139,-100.23478924381615,-100.84608220735986,-97.96237984089282,-102.75586267659101,-98.60115018383871,-100.9229577240844,-90.46403635631361,-101.28015737709202,-92.73748170059574,-101.94778673099874,-97.7389594457237,-97.02634369757531,-98.10199196412373,-98.28608333427671,-95.94291609487927,-97.27518184492996,-99.04599279477672,-100.55058539935735,-99.0245137319312,-99.06154966475869,-99.12058037907967,-98.29868712940672,-102.75525203972079,-101.61002184305593,-96.03196440729974,-105.27853937398888,-94.93618966509335,-100.20404778441156,-93.51887031030597,-94.84863906052627,-99.50948550430525,-99.19843488243995,-93.74750315983907
2025-11-02T00:00:50,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-104.72530519457818,-96.44863149977535,-95.35240453939262,-99.18288450176632,-100.67316643663878,-99.06409994034608,-98.27000861061359,-94.2901039754566,-95.64395839031123,-97.73514438317844,-92.02323244968497,-97.82965285943673,-93.48397348704353,-94.06151649190217,-94.27337952129342,-96.76182059686505,-97.37503534658003,-97.70984713452252,-95.17483427884166,-100.09325617954053,-98.51417061580997,-92.72441021347339,-95.85514134260487,-94.86297084995051,-101.38876528951099,-99.02144555661245,-96.72380779214821,-97.84972926615893,-101.40136022684013,-95.44603831763693,-94.49301982140732,-98.58135637763925,-95.3381104140235,-91.63802733246193,-93.14932541538786,-98.44708263476893,-101.03587604507422,-97.0348309226709,-90.68438853326884,-93.71114674876121,-97.74360045963783,-93.03856647024821,-94.21917516039288,-103.4236096246843,-94.54040413587208,-97.3690217928961,-100.32505219514812,-97.45154949920449,-96.48249692601127,-100.10765644675647,-98.08499705872164,-98.71768402242785,-95.33953714120402,-98.6294728172593,-102.82508344611216,-99.06780431753961,-100.56434178235672,-101.60737016697978,-94.18420768548995,-95.31461193104532,-100.62611908701138,-101.53344505637513,-98.03324551742894,-101.69572090234776,-98.4516006396876
2025-11-02T00:01:00,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-103.31624228193795,-98.81198477873427,-95.56794906976828,-101.13237852151867,-97.76046798859218,-96.90718220087399,-94.09351644313975,-96.66962397240164,-94.2978204712318,-97.35153651990774,-98.04935416960525,-98.72268772913257,-94.24406923698106,-97.45142247080703,-103.59571654880409,-94.40901605484066,-99.10404907970216,-95.73666980560573,-99.70357701999339,-96.27204722831037,-104.92747504593186,-96.41730031548516,-98.94174874067939,-100.11944802732496,-94.02369855971271,-96.67226613681493,-97.04857201647316,-98.48916168092872,-93.63253611469062,-97.62044997414407,-91.85302260227243,-92.62753814008684,-92.0403415186099,-93.41220363259298,-98.13504486739845,-96.15889246496577,-96.92544197679898,-93.80173975782972,-96.34803030064188,-97.0459718030222,-91.34215574358649,-97.29850981678649,-98.18955676964535,-97.52208471632913,-93.10254148334113,-95.75288909502495,-94.94087965424627,-95.60825365326977,-102.89493747060402,-99.52267369034254,-97.15254659146737,-95.37200030830657,-99.26915956143094,-99.36166547413404,-97.25313792863726,-92.33739932363675,-102.77484200612516,-104.27089577568158,-91.11020554710598,-100.90739168793688,-97.53220964038358,-100.81852300248052,-97.22394346769833,-96.72462006487373,-91.48424221939499
2025-11-02T00:01:10,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-105.34674734284471,-98.4789076868821,-99.32513050638462,-98.29658471341111,-100.35056726894173,-94.98679840375245,-95.03022020444864,-95.8548215670802,-96.15117944978844,-103.89088548104044,-97.99784733746561,-95.7733273200492,-94.32467087341324,-98.95841840744093,-94.43621678210073,-97.42466829411681,-106.09569647361886,-98.6443939372417,-100.86718799392285,-100.18312825423922,-95.19064206021011,-97.45434809031299,-99.90197813795679,-100.37662036988975,-97.03260244942152,-98.8998250938516,-96.25698368402632,-100.82572191955045,-99.48846321773729,-101.70543249695845,-100.00726406552633,-91.81341670957384,-100.5561078263092,-99.76705359320633,-100.8189665947987,-98.89651400079933,-98.56390493054481,-94.69180745939177,-99.56380468706244,-98.00413788263153,-103.96901140663256,-100.94105181773823,-95.08956587149272,-100.91417963418213,-96.04392231484313,-101.1236562640699,-98.86554866857685,-93.20207086956225,-96.11156629645423,-104.20323626237871,-88.68265749198979,-101.46258045491011,-92.74790435494764,-99.68544848965993,-102.03317380459472,-99.70011619362022,-100.3067006484628,-99.99124189508782,-98.16751454308533,-96.91262122878986,-94.08551057193928,-97.70352575490375,-98.11426976633477,-100.51456280382911,-99.18756139260321
2025-11-02T00:01:20,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-104.51888738770064,-99.18250913627813,-99.45121583436179,-95.63660231580363,-95.4173932533174,-99.95719078028509,-97.68249985447656,-100.11156053060796,-89.69521924591791,-100.34075172099543,-96.75898706962857,-96.18364008463783,-99.5149067765895,-100.09986594316693,-98.3572696889651,-100.11401932924518,-96.95363786704128,-100.06803175469912,-97.07901457080101,-103.71205943527309,-99.9397316827939,-98.77899048707359,-94.51687859719551,-103.06216725779593,-94.47286166901692,-95.53973818490994,-102.87551397431021,-95.90469951570212,-100.3090511286122,-95.8052638537366,-95.62719841418455,-95.13941613456878,-99.23329466543511,-95.47257056429498,-92.89901112562319,-98.39271806545302,-98.01166790471436,-95.3876847860262,-106.05881943787927,-100.46347887437034,-94.49739634925959,-97.0575983781347,-98.16534085325706,-100.3436989842159,-97.43909922634309,-99.11156477331578,-102.75947056568104,-93.61102312249844,-99.60351281378581,-98.33437367753672,-102.86828969401348,-99.12426124196793,-94.50106811973122,-94.72605198638999,-97.4430818066704,-99.39334879157956,-97.44141578103617,-96.00185124362929,-102.00980009992676,-96.76707635379347,-95.2193906584484,-97.69972697444037,-97.577320656877,-99.69804446890112,-96.62735014889907
2025-11-02T00:01:30,AP_5_149,5,149,wifi,5745.0,0.0,0.0,-104.65801927655397,-98.88481470349696,-95.54260157450287,-97.42547615618521,-97.66527510331508,-93.08569461553243,-97.34407282573872,-101.72379002255096,-94.58625125489296,-97.02949038278183,-98.47553994586147,-100.52590159872535,-93.87442001519216,-92.58715010856793,-99.67522450777523,-96.76526356668197,-96.34101645149124,-102.88863910573004,-97.78911185187889,-102.8816407301441,-97.71280924143277,-90.86897898194785,-102.00546258223055,-92.02925579144342,-92.32887598367927,-97.6747440120948,-96.11255204272183,-98.50826050423095,-98.99955602297263,-97.0480317863431,-99.98225213000508,-96.23869907983831,-97.53351021805946,-100.86004612315473,-95.52941671394511,-95.45090305401506,-94.28899999913604,-99.09710621690212,-94.57119289472915,-91.15794622316295,-97.56897695093978,-97.30197262638882,-95.62201941250892,-104.15505969090597,-101.7563509864676,-99.31021455033319,-98.68115372313007,-97.32144937555083,-96.85623919030446,-101.77701625272697,-94.201258506912,-96.65864378723428,-97.47859358287991,-96.18638427573354,-99.50402344646675,-98.37358415661676,-100.90607906658569,-104.27005556804009,-98.36717035506464,-92.48419307628662,-99.36405262937271,-102.32808218708857,-95.96383920138649,-99.09414289437608,-96.34590332293507
