TIMESTAMP,AP_ID,BAND,CHANNEL,CHANNEL_WIDTH,TX_POWER_DBM,NOISE_FLOOR_DBM,AVG_CLIENT_SNR_DB,THROUGHPUT_AVG_Mbps,P95_RETRY_PCT,MEAN_QOE,BUSY_TIME,TOTAL_TIME,AIRTIME_UTILIZATION,NWIFI_DETECTED,NWIFI_TYPE,CLIENTS,MEAN_RSSI_DBM,CENTER_MHZ
2025-11-02T00:00:00,AP_24_1,2.4,1,20,14.0,-95.58039654987866,60.0,64.74345412443947,11.461729448213303,4.797649440430555,2.3179511529489485,10,23.179511529489485,False,wifi,20,-30.0,2412.0
2025-11-02T00:00:10,AP_24_1,2.4,1,20,14.0,-94.64998134014104,60.0,60.63528831275676,17.00965794482615,4.573269740028445,2.927444139394118,10,29.27444139394118,False,wifi,20,-30.0,2412.0
2025-11-02T00:00:20,AP_24_1,2.4,1,20,14.0,-96.2856432669216,60.0,53.34698933972254,29.094639441762308,4.188852145336698,2.4907759568209684,10,24.907759568209684,False,wifi,20,-30.0,2412.0
2025-11-02T00:00:30,AP_24_1,2.4,1,20,14.0,-94.48804405880071,60.0,65.04734057156749,10.439211717233206,4.761911879747116,2.8595156589444257,10,28.595156589444258,False,wifi,20,-30.0,2412.0
2025-11-02T00:00:40,AP_24_1,2.4,1,20,14.0,-92.6676207587968,60.0,51.76488199301004,30.695250736532667,4.141278915104776,2.857571747276109,10,28.57571747276109,False,wifi,20,-30.0,2412.0
2025-11-02T00:00:50,AP_24_1,2.4,1,20,14.0,-94.9315716556894,60.0,68.83228503481516,5.181710036723957,4.9165455885840625,2.080449368496456,10,20.80449368496456,False,wifi,20,-30.0,2412.0
2025-11-02T00:01:00,AP_24_1,2.4,1,20,14.0,-96.77702496103315,60.0,67.7617245596403,5.75542918931168,4.910119753509656,2.786336104378498,10,27.863361043784984,False,wifi,20,-30.0,2412.0
2025-11-02T00:01:10,AP_24_1,2.4,1,20,14.0,-95.24607744154152,60.0,66.4713772296005,7.9679099389404175,4.851658676120664,2.9520682759101833,10,29.520682759101835,False,wifi,20,-30.0,2412.0
2025-11-02T00:01:20,AP_24_1,2.4,1,20,14.0,-94.94987486410966,60.0,59.33850871812117,19.119253570031788,4.516477017040669,2.4652579736991904,10,24.652579736991903,False,wifi,20,-30.0,2412.0
2025-11-02T00:01:30,AP_24_1,2.4,1,20,14.0,-95.73198661083961,60.0,54.892529671380785,28.3225203967265,4.281111533700579,2.178276065112631,10,21.782760651126313,False,wifi,20,-30.0,2412.0
2025-11-02T00:01:40,AP_24_1,2.4,1,20,14.0,-93.38937509274199,60.0,52.279078693204724,31.635025656566363,4.125395168531808,2.36961832669611,10,23.6961832669611,False,wifi,20,-30.0,2412.0
2025-11-02T00:01:50,AP_24_1,2.4,1,20,14.0,-93.45425502655023,60.0,67.77210269467541,5.154251091079987,4.929913974536616,2.2734653775778777,10,22.734653775778778,False,wifi,20,-30.0,2412.0
2025-11-02T00:02:00,AP_24_1,2.4,1,20,14.0,-95.0602362875796,60.0,50.639038179299654,35.99057992886214,3.9920611467440077,2.81257194143076,10,28.125719414307603,False,wifi,20,-30.0,2412.0
2025-11-02T00:02:10,AP_24_1,2.4,1,20,14.0,-95.41206398479576,60.0,62.91706175309363,14.762682869806449,4.646214027737555,2.903995544143256,10,29.039955441432557,False,wifi,20,-30.0,2412.0
2025-11-02T00:02:20,AP_24_1,2.4,1,20,14.0,-93.96781974788614,60.0,50.552120042373026,35.96277351076621,4.001374399019192,2.2077817929232646,10,22.077817929232644,False,wifi,20,-30.0,2412.0
2025-11-02T00:02:30,AP_24_1,2.4,1,20,14.0,-91.88544891131221,60.0,61.69456742345925,14.430228680088154,4.619991828163177,2.8668491258820934,10,28.668491258820932,False,wifi,20,-30.0,2412.0
2025-11-02T00:02:40,AP_24_1,2.4,1,20,14.0,-95.35443565482966,60.0,66.21168480184589,8.276931653807313,4.875627948524786,2.610409153978221,10,26.10409153978221,False,wifi,20,-30.0,2412.0
2025-11-02T00:02:50,AP_24_1,2.4,1,20,14.0,-95.10677201598071,60.0,50.398380829949,35.93869920722421,4.0369014757155375,2.412359251510799,10,24.12359251510799,False,wifi,20,-30.0,2412.0
2025-11-02T00:03:00,AP_24_1,2.4,1,20,14.0,-97.02918858089755,60.0,63.20390407384036,13.891449863850386,4.693020907255093,2.2570013989145057,10,22.570013989145057,False,wifi,20,-30.0,2412.0
