TIMESTAMP,AP_ID,BAND,CHANNEL,CHANNEL_WIDTH,TX_POWER_DBM,NOISE_FLOOR_DBM,AVG_CLIENT_SNR_DB,THROUGHPUT_AVG_Mbps,P95_RETRY_PCT,MEAN_QOE,UL_PER,BUSY_TIME,TOTAL_TIME,AIRTIME_UTILIZATION,NWIFI_DETECTED,NWIFI_TYPE,CLIENTS,MEAN_RSSI_DBM,CENTER_MHZ
2025-11-02T00:00:00,AP24_7,2.4,7,20,14.0,-96.01480269678548,49.13582095521263,66.43777687272639,8.740904248155656,4.854501453259517,0.01295227101694148,2.65649859760143,10.0,26.5649859760143,False,wifi,20,-46.87898174157285,2442
2025-11-02T00:00:10,AP24_7,2.4,7,20,14.0,-94.17447995981186,47.35258217629841,68.74674295711655,4.524939839958037,4.924226412250732,0.01942609133034747,2.3964322270899583,10.0,23.964322270899583,True,ZigBee,20,-46.82189778351344,2442
2025-11-02T00:00:20,AP24_7,2.4,7,20,14.0,-94.68775027341132,48.09308433525335,55.834439721775404,26.465819986890843,4.252626516237949,0.014778108538303886,2.810142867238009,10.0,28.10142867238009,True,BLE,20,-46.59466593815797,2442
2025-11-02T00:00:30,AP24_7,2.4,7,20,14.0,-93.54968465076738,46.85929885114317,67.61561701009916,6.532266431748219,4.893892671356924,0.022663269233816605,2.2162357486464868,10.0,22.162357486464867,False,wifi,20,-46.69038579962421,2442
2025-11-02T00:00:40,AP24_7,2.4,7,20,14.0,-95.96005368484805,48.627135985153835,61.02103987152064,18.624967235563673,4.525706529790551,0.018816540669240316,2.7872658686981184,10.0,27.872658686981183,False,wifi,20,-47.332917699694214,2442
2025-11-02T00:00:50,AP24_7,2.4,7,20,14.0,-95.87693039042007,49.89727709134394,55.05950569124347,25.67673562298306,4.280026028338751,0.00826418267975007,2.471587009855682,10.0,24.71587009855682,False,wifi,20,-45.97965329907613,2442
2025-11-02T00:01:00,AP24_7,2.4,7,20,14.0,-96.2298833343058,48.31993047679068,63.196730748225114,12.918322442766343,4.667481185997916,0.01828741968633486,3.014899402579205,10.0,30.148994025792046,False,wifi,20,-47.90995285751511,2442
2025-11-02T00:01:10,AP24_7,2.4,7,20,14.0,-94.63550314136336,46.933367574154744,54.40551696594106,28.58662205222234,4.202067621627831,0.01968655674948223,3.754077834805735,10.0,37.540778348057344,True,BLE,20,-47.70213556720861,2442
2025-11-02T00:01:20,AP24_7,2.4,7,20,14.0,-96.07654661218787,48.91806025888208,51.680365075981584,33.86186082125667,4.068116808632222,0.010455013566563379,2.3111537342360755,10.0,23.111537342360755,True,BLE,20,-47.15848635330578,2442
2025-11-02T00:01:30,AP24_7,2.4,7,20,14.0,-92.84189323858011,46.206062272029655,65.02166228420883,8.174018631667643,4.811746731766799,0.01770090949971756,2.735953520128657,10.0,27.359535201286565,False,wifi,20,-46.635830966550465,2442
2025-11-02T00:01:40,AP24_7,2.4,7,20,14.0,-94.70673523168264,47.118400065089176,55.55238751860137,25.81997941374779,4.290624600658228,0.01933944833520542,2.59904839276517,10.0,25.9904839276517,False,wifi,20,-47.58833516659347,2442
2025-11-02T00:01:50,AP24_7,2.4,7,20,14.0,-96.40152135439853,47.75102135019458,61.00369251488799,18.058319786253573,4.5180574424959055,0.017148930205301248,2.6620346621411044,10.0,26.620346621411045,False,wifi,20,-48.65050000420394,2442
2025-11-02T00:02:00,AP24_7,2.4,7,20,14.0,-96.74782788271443,49.45344246865169,64.1716734390005,11.3504526267772,4.742390580234296,0.012263729025458026,2.3549939884068882,10.0,23.549939884068884,True,Radar,20,-47.294385414062745,2442
2025-11-02T00:02:10,AP24_7,2.4,7,20,14.0,-93.93344428661626,46.25225819954423,50.079840568139254,34.658358803236545,4.042073825469101,0.01816903766101449,3.809937694669948,10.0,38.09937694669948,True,ZigBee,20,-47.681186087072035,2442
2025-11-02T00:02:20,AP24_7,2.4,7,20,14.0,-95.98543928724835,49.557440730158376,60.96719637083297,17.748890037016988,4.54383453239642,0.008921076366004971,2.7600363307790348,10.0,27.60036330779035,True,BLE,20,-46.427998557089985,2442
2025-11-02T00:02:30,AP24_7,2.4,7,20,14.0,-95.28410275228141,49.988171859630455,67.47642671832938,5.137045310121225,4.935294813923347,0.006621240175567485,2.6389806182430986,10.0,26.389806182430988,True,BLE,20,-45.29593089265096,2442
2025-11-02T00:02:40,AP24_7,2.4,7,20,14.0,-94.52764727535777,46.77162388569017,55.952502090043595,25.735575022240372,4.300463872670818,0.030002511783032787,3.6186309648550097,10.0,36.18630964855009,True,BLE,20,-47.7560233896676,2442
2025-11-02T00:02:50,AP24_7,2.4,7,20,14.0,-94.70031770364122,47.79600872945737,61.43282417446752,18.167185785732254,4.533160459643828,0.01801607979685407,2.7784682578678614,10.0,27.784682578678616,True,BLE,20,-46.90430897418385,2442
2025-11-02T00:03:00,AP24_7,2.4,7,20,14.0,-96.2723978507548,49.29612748731988,64.0307347764331,13.057534367210874,4.714765500989203,0.01590672690004774,2.156279730991458,10.0,21.56279730991458,False,wifi,20,-46.97627036343492,2442
2025-11-02T00:03:10,AP24_7,2.4,7,20,14.0,-96.75033659227843,50.07887378235183,52.86539817832668,30.731598801716306,4.168617750780564,0.006386907442948099,2.4343954445418046,10.0,24.343954445418046,False,wifi,20,-46.671462809926595,2442
2025-11-02T00:03:20,AP24_7,2.4,7,20,14.0,-93.09661329739347,46.93815439890469,57.38091765677136,24.666527221748886,4.367003132378889,0.022445882993437426,2.157527943583704,10.0,21.575279435837043,False,wifi,20,-46.15845889848878,2442
2025-11-02T00:03:30,AP24_7,2.4,7,20,14.0,-95.2688736014688,48.448390587658494,53.345278616961934,31.944485686224898,4.16028514579209,0.010967197933791159,2.7428819928544517,10.0,27.428819928544517,False,wifi,20,-46.8204830138103,2442
2025-11-02T00:03:40,AP24_7,2.4,7,20,14.0,-94.76922233663457,47.89617192323906,64.1008880483061,12.964712182138415,4.716669585216485,0.018675200561674377,2.255728737836699,10.0,22.55728737836699,False,wifi,20,-46.87305041339552,2442
2025-11-02T00:03:50,AP24_7,2.4,7,20,14.0,-96.05993074264228,49.40261146929314,68.57847987659395,3.9445497304420085,4.943762206669122,0.006774437139510613,2.2491070248646023,10.0,22.49107024864602,False,wifi,20,-46.657319273349145,2442
2025-11-02T00:04:00,AP24_7,2.4,7,20,14.0,-93.19780383461944,46.388937044020636,65.2483481442646,8.677227613463318,4.8380599328180285,0.03539017479099124,2.7892161926996395,10.0,27.892161926996394,False,wifi,20,-46.8088667905988,2442
2025-11-02T00:04:10,AP24_7,2.4,7,20,14.0,-94.24023725885904,47.901350343929856,62.14410466727254,13.660904510802322,4.638201938061079,0.019471029209251402,2.427872733747718,10.0,24.27872733747718,True,ZigBee,20,-46.338886914929176,2442
2025-11-02T00:04:20,AP24_7,2.4,7,20,14.0,-95.75554653449353,47.794686482805425,68.05728750729514,6.779054954581561,4.880132231947693,0.018225071377234003,3.336555409146767,10.0,33.36555409146767,True,ZigBee,20,-47.96086005168811,2442
2025-11-02T00:04:30,AP24_7,2.4,7,20,14.0,-95.79335156708262,48.6398297864794,67.40366803077896,6.221365106481479,4.86498723841408,0.008870536980879213,3.8043555932374122,10.0,38.043555932374126,True,FHSS,20,-47.15352178060322,2442
2025-11-02T00:04:40,AP24_7,2.4,7,20,14.0,-95.07292794450487,47.484227473544664,57.70901879587385,21.591413629330155,4.413538853150046,0.022616880706764975,2.7141428981345164,10.0,27.14142898134516,False,wifi,20,-47.58870047096021,2442
2025-11-02T00:04:50,AP24_7,2.4,7,20,14.0,-95.34813263048258,47.25412123934153,56.17026319836408,25.16172752448672,4.324961758799091,0.013952933330013888,2.3932273217686926,10.0,23.932273217686927,True,Microwave,20,-48.09401139114105,2442
2025-11-02T00:05:00,AP24_7,2.4,7,20,14.0,-95.224807654893,49.31396448160562,62.46417039436076,14.009093455920201,4.656416869276969,0.014313724245471064,2.383726805904045,10.0,23.83726805904045,False,wifi,20,-45.910843173287375,2442
2025-11-02T00:05:10,AP24_7,2.4,7,20,14.0,-94.11547471297904,47.650569492944825,58.006630482601,21.344658476235743,4.428609868759761,0.02416101008046711,2.523008738564412,10.0,25.230087385644122,False,wifi,20,-46.46490522003422,2442
2025-11-02T00:05:20,AP24_7,2.4,7,20,14.0,-94.38506200930493,48.475288368758555,67.76194800136447,6.044725954653274,4.888347015153173,0.0126178997429793,2.3739328326121742,10.0,23.739328326121743,True,Radar,20,-45.90977364054637,2442
2025-11-02T00:05:30,AP24_7,2.4,7,20,14.0,-94.4387434911094,47.864824412975274,67.00100280618668,7.017269998151772,4.868772398736261,0.025954641094914827,2.4819407576428985,10.0,24.819407576428983,False,wifi,20,-46.573919078134125,2442
2025-11-02T00:05:40,AP24_7,2.4,7,20,14.0,-93.64955502151736,46.07915582243693,50.482448733722165,34.63703470544822,4.042095457455707,0.02630844829115823,2.9052935906041317,10.0,29.052935906041316,True,Radar,20,-47.570399199080434,2442
2025-11-02T00:05:50,AP24_7,2.4,7,20,14.0,-95.19923603846982,47.761869216987265,63.53668263855589,13.1944762122499,4.702716816022926,0.014342131855213953,3.1534991325376485,10.0,31.53499132537648,True,Radar,20,-47.43736682148255,2442
2025-11-02T00:06:00,AP24_7,2.4,7,20,14.0,-94.11194056928872,46.45728671462435,68.2276196522214,3.6140857407013653,4.923640139360245,0.031974979819423856,2.315655828081405,10.0,23.15655828081405,False,wifi,20,-47.65465385466436,2442
2025-11-02T00:06:10,AP24_7,2.4,7,20,14.0,-95.92679214917341,48.10902807593548,54.91395073522075,27.038546071667277,4.27642520536261,0.018878700282597215,2.646721676013463,10.0,26.467216760134626,False,wifi,20,-47.817764073237925,2442
2025-11-02T00:06:20,AP24_7,2.4,7,20,14.0,-96.83142169964556,49.612646872385135,67.67840237124713,5.37154969688279,4.904999221218242,0.006926038088802223,2.621411450290129,10.0,26.214114502901285,False,wifi,20,-47.218774827260425,2442
2025-11-02T00:06:30,AP24_7,2.4,7,20,14.0,-93.50292031805469,46.91719352678588,63.009994722633905,13.639944333641198,4.668451655651002,0.02623050047352022,3.1498849658859442,10.0,31.49884965885944,True,FHSS,20,-46.58572679126882,2442
2025-11-02T00:06:40,AP24_7,2.4,7,20,14.0,-94.68635857230666,47.78217261676747,60.29872179159853,19.242595399452604,4.556730947739746,0.018165981735157002,2.7346571265478827,10.0,27.346571265478826,True,Microwave,20,-46.90418595553919,2442
2025-11-02T00:06:50,AP24_7,2.4,7,20,14.0,-95.15492984618773,47.940862234649174,65.18847095545993,9.60145435104276,4.7948496491500325,0.0194419612060885,2.323703917079651,10.0,23.237039170796507,True,FHSS,20,-47.21406761153856,2442
2025-11-02T00:07:00,AP24_7,2.4,7,20,14.0,-93.84393632743391,46.59860402336367,63.98982139783616,12.674472203817057,4.701987026229597,0.0150415710559263,2.3485093817939453,10.0,23.485093817939454,False,wifi,20,-47.24533230407023,2442
2025-11-02T00:07:10,AP24_7,2.4,7,20,14.0,-96.05475782278296,49.40188370188214,52.89206732469129,31.906076958759023,4.129241315904737,0.010345552730114638,2.480363030127409,10.0,24.80363030127409,False,wifi,20,-46.65287412090082,2442
2025-11-02T00:07:20,AP24_7,2.4,7,20,14.0,-96.18726933321375,49.06703344778829,53.16122288848671,31.215329897385512,4.1564430745541445,0.008747922992674708,3.0163692898540204,10.0,30.163692898540205,True,FHSS,20,-47.12023588542546,2442
2025-11-02T00:07:30,AP24_7,2.4,7,20,14.0,-95.05069453675698,47.765903649962894,55.59691397120854,26.896227269872092,4.298800124572837,0.010838895504930019,2.6524898036559983,10.0,26.524898036559986,True,Radar,20,-47.284790886794084,2442
